r,M,ratio,rho,beta,Phi
1,1291,0.322750,0.00142557,36.867,0.1883
2,3526,0.881500,0.000237303,221.738,0.5042
3,3920,0.980000,3.80576e-05,1024.000,0.9491
4,3986,0.996500,6.41049e-06,1024.000,1.4397
5,3999,0.999750,4.54909e-07,1024.000,1.9390
6,4000,1.000000,0,0.000,1.9390
